dataset,subset_path,subset_name,n_samples,n_features,balanced_acc,f1,roc_auc,inference_time_sec,status
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_MissingCompletely_std90_500_samples_subset.csv,Australian_MissingCompletely_std90_500_samples_subset,500,14,0.6710950080515298,0.5633802816901409,0.6710950080515298,4.2943878173828125,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_Outlier_std45_500_samples_subset.csv,Australian_Outlier_std45_500_samples_subset,500,14,0.7897727272727273,0.7560975609756098,0.7897727272727273,4.744318723678589,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_MissingCompletely_std95_500_samples_subset.csv,Australian_MissingCompletely_std95_500_samples_subset,500,14,0.5265700483091788,0.18518518518518517,0.5265700483091788,4.543106555938721,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_Outlier_std05_500_samples_subset.csv,Australian_Outlier_std05_500_samples_subset,500,14,0.9504283965728274,0.9425287356321839,0.9504283965728274,4.2222418785095215,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_MissingCompletely_std15_500_samples_subset.csv,Australian_MissingCompletely_std15_500_samples_subset,500,14,0.8454545454545455,0.8275862068965517,0.8454545454545455,4.493546485900879,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_GaussianFeatureNoise_std15_500_samples_subset.csv,Australian_GaussianFeatureNoise_std15_500_samples_subset,500,14,0.9343434343434343,0.9263157894736842,0.9343434343434344,4.753361940383911,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_Outlier_std10_500_samples_subset.csv,Australian_Outlier_std10_500_samples_subset,500,14,0.9121212121212121,0.9032258064516129,0.9121212121212121,4.2453367710113525,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_ClassImbalancedness_ratio25_430_samples_subset.csv,Australian_ClassImbalancedness_ratio25_430_samples_subset,430,14,0.7582972582972582,0.5882352941176471,0.7582972582972584,3.685859203338623,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_Outlier_std15_500_samples_subset.csv,Australian_Outlier_std15_500_samples_subset,500,14,0.8035426731078905,0.7959183673469388,0.8035426731078905,4.7701404094696045,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_GaussianFeatureNoise_std05_500_samples_subset.csv,Australian_GaussianFeatureNoise_std05_500_samples_subset,500,14,0.8919191919191919,0.8817204301075269,0.891919191919192,4.739901304244995,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_MissingCompletely_std80_500_samples_subset.csv,Australian_MissingCompletely_std80_500_samples_subset,500,14,0.6919191919191919,0.6736842105263158,0.6919191919191919,4.4649739265441895,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_Outlier_std55_500_samples_subset.csv,Australian_Outlier_std55_500_samples_subset,500,14,0.7960016319869441,0.7674418604651163,0.7960016319869442,4.740880250930786,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_MissingCompletely_std05_500_samples_subset.csv,Australian_MissingCompletely_std05_500_samples_subset,500,14,0.8482286634460547,0.8351648351648352,0.8482286634460547,4.491711854934692,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_MissingCompletely_std60_500_samples_subset.csv,Australian_MissingCompletely_std60_500_samples_subset,500,14,0.7606060606060605,0.7228915662650602,0.7606060606060605,4.449866533279419,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_GaussianFeatureNoise_std50_500_samples_subset.csv,Australian_GaussianFeatureNoise_std50_500_samples_subset,500,14,0.83701324769169,0.8222222222222222,0.83701324769169,4.7485668659210205,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_ClassImbalancedness_ratio42_492_samples_subset.csv,Australian_ClassImbalancedness_ratio42_492_samples_subset,492,14,0.8636363636363636,0.7659574468085106,0.8636363636363636,4.182242393493652,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_GaussianFeatureNoise_std85_500_samples_subset.csv,Australian_GaussianFeatureNoise_std85_500_samples_subset,500,14,0.8651368760064413,0.8505747126436781,0.8651368760064413,4.823513507843018,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_Outlier_std75_500_samples_subset.csv,Australian_Outlier_std75_500_samples_subset,500,14,0.7545155993431856,0.6944444444444444,0.7545155993431855,4.849457740783691,ok
