train_idx,oe_score
133,0.036820993
311,0.027096149
562,0.025513556
411,0.024574155
119,0.023940176
588,0.023451688
450,0.023375904
62,0.02183153
406,0.021800842
510,0.020907387
145,0.020654809
383,0.020599924
351,0.020389985
516,0.019896489
21,0.01950601
335,0.019093687
409,0.01904682
525,0.018950015
68,0.01864786
149,0.017961377
20,0.016082019
153,0.015968334
367,0.01570349
69,0.015561227
408,0.015515421
83,0.014995502
559,0.014845575
152,0.014825645
80,0.01471902
76,0.014594157
185,0.0144687
157,0.014439828
553,0.014272735
355,0.014145574
131,0.014092845
85,0.013995875
63,0.013995225
595,0.0139511395
216,0.013898298
116,0.013713239
437,0.013554661
272,0.013410765
199,0.013367694
330,0.013257479
522,0.013210348
580,0.013100587
415,0.012412297
394,0.01235834
143,0.012339228
211,0.012324265
483,0.012312476
395,0.01231144
360,0.012308083
151,0.012158207
251,0.012128756
438,0.012030928
427,0.011846885
247,0.0116227465
447,0.011584405
61,0.011528952
231,0.01144795
195,0.01141513
26,0.01136317
544,0.011265247
610,0.011202836
319,0.011181397
270,0.011167397
182,0.011161499
413,0.011143308
146,0.011113351
38,0.011079372
317,0.011058606
220,0.011057259
106,0.011033613
126,0.0110308705
467,0.011026483
567,0.011006591
497,0.010980179
539,0.010970829
299,0.010882316
237,0.010680264
488,0.010665833
521,0.010663206
242,0.010593968
495,0.010490832
373,0.010473213
109,0.0104013095
485,0.010365448
150,0.010230735
127,0.010198317
256,0.010126138
344,0.010107512
274,0.010093353
285,0.010007353
407,0.0100037735
102,0.009759634
432,0.009677003
176,0.009654924
436,0.009619044
514,0.009612909
368,0.009567107
44,0.009477902
429,0.009451768
431,0.0094387885
441,0.009421354
91,0.009391088
479,0.009383675
463,0.009339847
434,0.0092994915
470,0.009281159
33,0.0092663895
376,0.009240256
329,0.009218595
589,0.00916154
423,0.009145592
405,0.009043772
558,0.009037596
140,0.009032354
305,0.009000954
39,0.008995353
557,0.008990641
188,0.008976527
276,0.008967494
92,0.008966019
230,0.008956434
89,0.008947687
543,0.0089474805
504,0.008931971
607,0.008928073
294,0.008904388
130,0.008873128
117,0.008865672
183,0.008862498
400,0.008821698
108,0.008790597
581,0.008692495
551,0.008657634
210,0.00865683
159,0.008649815
509,0.008564952
100,0.008524068
74,0.0085142525
412,0.008474026
444,0.008471768
9,0.008418176
37,0.008416111
404,0.008394703
615,0.008388606
141,0.008371607
308,0.008297622
223,0.0082292305
370,0.00820702
598,0.008194729
597,0.008188157
524,0.00815214
391,0.008101815
398,0.008096987
180,0.008070242
312,0.008066572
291,0.008039796
181,0.008028665
381,0.007958768
122,0.007930489
111,0.007887791
248,0.007837849
266,0.007835286
238,0.007828542
243,0.007817561
148,0.007782563
70,0.0077670063
54,0.007748977
573,0.007712911
410,0.007704446
528,0.0076831216
362,0.0076747797
198,0.007671734
602,0.0076678568
228,0.00763878
466,0.0076242676
609,0.007606564
461,0.00759535
184,0.0075805653
369,0.007576501
535,0.0075559467
570,0.0075075133
378,0.0074871727
577,0.007457899
28,0.0074159293
297,0.0074126134
363,0.0073809642
538,0.0073655783
606,0.0073584826
596,0.0073489547
50,0.0073470552
160,0.0072994204
300,0.007285169
578,0.007273095
6,0.0072506163
15,0.007233591
75,0.0072275493
234,0.007195899
507,0.007181718
455,0.007165345
104,0.0071485764
193,0.0071432414
82,0.007096034
490,0.007046868
226,0.0070373155
201,0.007032614
277,0.007017836
529,0.0070149275
186,0.006996151
49,0.0069949534
471,0.0069849347
546,0.006969558
387,0.0069624335
57,0.0069614556
424,0.0069427122
323,0.0069361716
392,0.006936145
555,0.006920148
336,0.006881145
541,0.006843991
454,0.0068358043
587,0.006817663
207,0.00680712
293,0.0068027857
200,0.0067600897
532,0.0067568473
219,0.0067431685
166,0.0067184884
71,0.0067079347
417,0.0067072683
354,0.0067070806
425,0.006705864
290,0.006698367
560,0.0066983122
519,0.0066942493
582,0.00669419
486,0.0066694696
22,0.0066582044
439,0.006648886
493,0.0066186995
618,0.006565732
179,0.00656431
549,0.0065585175
457,0.0065416293
572,0.006540365
99,0.0065178
12,0.006515161
603,0.0064994316
428,0.006487901
27,0.0064870194
566,0.006481405
158,0.006461629
191,0.0064410954
364,0.006433758
56,0.006388245
390,0.006366328
262,0.0063614883
13,0.006356524
333,0.0063524563
568,0.006321117
173,0.0063155983
534,0.0063127982
339,0.006284805
385,0.006267811
2,0.006264561
172,0.0062634796
209,0.006260646
267,0.006247884
440,0.0062420364
260,0.0062393276
494,0.006229803
86,0.0062217102
540,0.00618433
227,0.0061775465
208,0.0061701247
331,0.006167471
476,0.0061545237
139,0.006154194
265,0.0061281556
101,0.0061265654
292,0.006125267
384,0.0061231186
66,0.0061136046
53,0.006106713
474,0.0060927006
611,0.0060715685
52,0.006069462
302,0.006057665
246,0.00603274
168,0.0060278787
478,0.0060111894
229,0.0060075135
137,0.0060060616
167,0.00599118
326,0.0059804353
14,0.0059768767
341,0.0059738047
511,0.0059653707
197,0.005959333
110,0.005954595
142,0.005954356
73,0.0059504225
29,0.005946693
105,0.0059456527
236,0.0059402958
380,0.0059127817
433,0.005907413
445,0.005895227
518,0.0058950135
487,0.0058933957
203,0.0058858553
550,0.0058670957
530,0.0058641196
32,0.005853048
138,0.005849582
594,0.005846431
340,0.005833359
502,0.0058311746
31,0.0058209444
548,0.005818087
19,0.0058164857
499,0.0058157486
295,0.005811051
357,0.0057725697
307,0.0057593123
477,0.0057529593
414,0.0057188096
58,0.0057046628
402,0.0056994525
617,0.0056991894
170,0.005693861
456,0.0056911944
283,0.00567776
356,0.0056585227
315,0.0056547616
240,0.005651427
1,0.0056492435
449,0.0056480253
520,0.0056457166
359,0.0056417785
350,0.005631706
156,0.0056317053
386,0.005629895
18,0.0056172097
579,0.005616433
321,0.005615536
309,0.0055989176
107,0.0055973176
469,0.005579001
508,0.005576728
620,0.0055563394
591,0.0055443877
16,0.005540952
337,0.0055378764
491,0.0055377325
599,0.0055343183
221,0.0055271797
250,0.0055043246
403,0.005494128
190,0.005493534
257,0.0054905266
88,0.0054880236
472,0.005487002
484,0.0054856297
174,0.005480336
296,0.0054756934
259,0.0054749236
35,0.0054633804
269,0.005446047
552,0.0054281144
590,0.0054262294
468,0.0054064356
399,0.005402139
542,0.005393219
55,0.0053679235
583,0.0053665736
212,0.005362838
30,0.005352828
608,0.0053482526
347,0.005334085
506,0.0053323144
96,0.0053197825
124,0.005302375
465,0.0052932245
613,0.0052840514
217,0.00528208
554,0.005281102
473,0.0052543078
46,0.0052537536
84,0.0052517517
501,0.005248252
36,0.0052448865
241,0.005237231
278,0.005235395
563,0.005227028
60,0.0052166167
352,0.005214511
304,0.0052079433
564,0.005204415
458,0.0051986272
460,0.0051894104
51,0.005185609
536,0.005179265
375,0.005170121
275,0.005168133
314,0.005157401
177,0.00515126
87,0.005150265
584,0.0051378096
161,0.0051161163
24,0.0051114224
40,0.0051094047
318,0.005106456
377,0.0050858925
194,0.0050797076
10,0.0050773774
215,0.005076029
310,0.0050728125
113,0.0050700814
222,0.005059383
343,0.0050570956
600,0.0050567053
144,0.0050510117
204,0.0050448915
235,0.0050329375
513,0.005027601
0,0.0050152903
322,0.0050126086
482,0.005009172
3,0.0050075445
481,0.005002882
224,0.004990555
389,0.0049875146
325,0.0049701286
533,0.0049622864
418,0.004950544
214,0.0049496815
353,0.004942261
452,0.0049422323
129,0.004940117
135,0.0049324157
114,0.0049212724
136,0.0049190605
298,0.004908415
81,0.0049067624
334,0.004902693
459,0.004897222
25,0.0048922184
97,0.0048838644
132,0.0048834467
301,0.004882899
448,0.004873523
371,0.00487232
287,0.0048621288
430,0.004858088
327,0.004856554
268,0.0048374543
225,0.004836147
7,0.004826164
616,0.0048159584
593,0.004806032
515,0.0048052035
23,0.0048031756
605,0.0047877496
443,0.0047862316
47,0.004779516
77,0.00477817
169,0.004773677
492,0.004767965
59,0.0047477824
284,0.004741483
320,0.0047286493
480,0.004709976
601,0.004708472
178,0.0046984293
94,0.0046902685
512,0.004687168
313,0.0046820454
64,0.004679416
147,0.004675386
239,0.0046629743
348,0.004641755
435,0.0046355105
8,0.0046262927
255,0.004624402
175,0.004624165
303,0.0046220426
123,0.004610839
125,0.004610435
93,0.00460762
500,0.0046005314
11,0.004598759
245,0.004596219
366,0.0045954697
95,0.004591294
115,0.004584053
171,0.004577972
165,0.004563998
155,0.004555359
565,0.00455271
45,0.004539957
420,0.0045282943
361,0.004526208
419,0.004522118
249,0.004514061
545,0.0045031067
576,0.0044909595
358,0.004478417
206,0.0044739004
4,0.0044718194
422,0.0044665844
496,0.004461872
527,0.004457887
118,0.004456422
121,0.004446199
264,0.0044401195
187,0.0044334503
162,0.0044263713
192,0.004422406
213,0.0044135773
382,0.0044061956
503,0.0044047087
401,0.0044037704
475,0.004397246
5,0.004387873
338,0.004386013
65,0.0043721693
517,0.004370146
72,0.0043585976
612,0.004353092
526,0.0043462436
523,0.004330792
128,0.004327086
537,0.0042937314
78,0.0042915605
154,0.0042615626
442,0.004242965
189,0.004241433
48,0.0042284876
281,0.0042252266
252,0.0042198393
232,0.0042136307
592,0.0042115506
498,0.0041977973
42,0.0041940957
90,0.0041897236
280,0.0041859597
282,0.004178754
112,0.0041712495
134,0.0041684033
586,0.004155472
619,0.004153761
17,0.0041526537
464,0.0041403756
604,0.004116113
426,0.004110447
569,0.004108636
332,0.0040984885
79,0.004087785
379,0.004087128
571,0.0040796017
258,0.004036614
289,0.0040251343
263,0.004016276
556,0.0039961906
120,0.003995636
397,0.003974679
453,0.0039481907
388,0.0039402456
202,0.0039363597
163,0.003931768
372,0.0039311475
451,0.003926791
396,0.003900922
574,0.003899782
306,0.0038894126
421,0.0038882631
279,0.003869776
393,0.003817916
489,0.0037974913
43,0.003782887
164,0.003758578
365,0.003737153
103,0.0037354988
271,0.0037288351
446,0.0037235634
261,0.0037001942
561,0.0036900416
585,0.003687222
254,0.0036596514
288,0.0036551366
349,0.003653154
233,0.0036503526
345,0.0036453025
462,0.0036109348
41,0.0035865337
67,0.003576378
342,0.0035644718
98,0.003561367
328,0.003559175
244,0.0035341666
346,0.0035285428
253,0.003516475
316,0.0035160298
286,0.0035085785
547,0.0034214545
531,0.0033851576
505,0.0033791894
205,0.0033563958
34,0.0033274963
614,0.003311527
575,0.0032721742
218,0.0032712682
324,0.003164919
196,0.0031385524
416,0.0030629083
273,0.0029802772
374,0.0028691962
