train_idx,oe_score
564,0.0028722659
517,0.00286952
601,0.0028693958
452,0.0028655617
316,0.0028533167
370,0.0028497553
54,0.0028463246
439,0.0028441027
161,0.002843084
15,0.002840099
101,0.002837553
363,0.0028315235
261,0.0028300423
390,0.0028240434
112,0.002819273
505,0.002819015
120,0.0028186613
166,0.002809467
178,0.002805087
225,0.0028046884
129,0.002802302
227,0.0027979773
554,0.0027949936
358,0.0027934753
404,0.0027811364
288,0.0027804866
163,0.0027754148
72,0.002774486
235,0.0027693626
576,0.0027674842
339,0.002766217
417,0.0027644981
413,0.0027618655
115,0.002754288
194,0.002750464
477,0.0027502547
205,0.0027421385
26,0.0027417273
306,0.0027398611
542,0.0027395743
598,0.002738788
153,0.0027344758
499,0.0027341358
345,0.0027290457
5,0.0027209104
91,0.0027129317
152,0.0027062956
433,0.0026987272
479,0.0026952743
351,0.00269145
242,0.0026808942
296,0.002664967
141,0.0026614533
86,0.0026596421
14,0.002657749
142,0.0026516935
260,0.0026494002
213,0.0026427023
386,0.00263795
146,0.0026333344
209,0.0026282682
281,0.0026270752
511,0.002622833
323,0.0026188144
245,0.0026117775
119,0.0025768531
87,0.0025749544
283,0.0025588444
171,0.0025542444
558,0.0025532963
11,0.0025510893
391,0.0025250553
455,0.0025119686
13,0.002507795
484,0.0025063825
514,0.0024955699
16,0.002495242
79,0.0024916355
224,0.0024886183
374,0.0024858452
436,0.002478883
302,0.0024679056
338,0.0024653573
454,0.0024604273
392,0.002457609
463,0.002452296
419,0.002449875
197,0.0024432202
160,0.0024381054
560,0.0024322644
336,0.002423686
272,0.0024178443
350,0.0024083606
130,0.0023856326
607,0.0023619824
611,0.0023208275
596,0.0023175033
273,0.0023132511
34,0.0022973318
529,0.0022607865
62,0.0022577648
219,0.0022468164
327,0.002237158
409,0.0021810164
579,0.0021790701
473,0.0021757586
556,0.0021742003
315,0.0021284064
282,0.0021105583
94,0.002068793
334,0.0019926326
262,0.0018445231
